item_id::string,abstract::string,producer::string_list,distributor::string_list,writer::string_list,cinematography::string_list,subject::string_list,starring::string_list,director::string_list
931,"The Island of Dr. Moreau is a 1996 American science fiction horror film, the third major film adaptation of H. G. Wells' novel The Island of Doctor Moreau, about a scientist who attempts to convert animals into people. The film stars Marlon Brando, David Thewlis, Val Kilmer, Ron Perlman, and Fairuza Balk, and was directed by John Frankenheimer, who was brought in half a week after shooting started. The screenplay is credited to the original director Richard Stanley and Ron Hutchinson. The production was notoriously difficult, and the film was a box office bomb that received mostly negative reviews.",http://dbpedia.org/resource/Edward_R._Pressman,http://dbpedia.org/resource/New_Line_Cinema,http://dbpedia.org/resource/Richard_Stanley_(film_director)::http://dbpedia.org/resource/Ron_Hutchinson_(screenwriter),http://dbpedia.org/resource/William_A._Fraker,http://dbpedia.org/resource/Category:1990s_science_fiction_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:1996_horror_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_science_fiction_horror_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Films_based_on_British_novels::http://dbpedia.org/resource/Category:Films_based_on_fantasy_novels::http://dbpedia.org/resource/Category:Films_based_on_works_by_H._G._Wells::http://dbpedia.org/resource/Category:Films_directed_by_John_Frankenheimer::http://dbpedia.org/resource/Category:Films_set_in_2010::http://dbpedia.org/resource/Category:Films_set_on_islands::http://dbpedia.org/resource/Category:Films_shot_in_Australia::http://dbpedia.org/resource/Category:Genetic_engineering_in_fiction::http://dbpedia.org/resource/Category:Mad_scientist_films::http://dbpedia.org/resource/Category:Monster_movies::http://dbpedia.org/resource/Category:New_Line_Cinema_films::http://dbpedia.org/resource/Category:The_Island_of_Doctor_Moreau,http://dbpedia.org/resource/David_Thewlis::http://dbpedia.org/resource/Fairuza_Balk::http://dbpedia.org/resource/Marlon_Brando::http://dbpedia.org/resource/Val_Kilmer,http://dbpedia.org/resource/John_Frankenheimer
939,"Murder in the First is a 1995 American drama thriller film, directed by Marc Rocco, about a petty criminal named Henri Young (portrayed by Kevin Bacon) who is put on trial for murder in the first degree. The film also stars Christian Slater and Gary Oldman.",,http://dbpedia.org/resource/Warner_Bros.,http://dbpedia.org/resource/Dan_Gordon_(screenwriter),http://dbpedia.org/resource/Fred_Murphy_(cinematographer),http://dbpedia.org/resource/Category:1990s_crime_films::http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1995_films::http://dbpedia.org/resource/Category:Alcatraz_Island_in_fiction::http://dbpedia.org/resource/Category:American_drama_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:Films_about_miscarriage_of_justice::http://dbpedia.org/resource/Category:Films_directed_by_Marc_Rocco::http://dbpedia.org/resource/Category:Films_set_in_the_San_Francisco_Bay_Area::http://dbpedia.org/resource/Category:Films_set_on_islands::http://dbpedia.org/resource/Category:Prison_films::http://dbpedia.org/resource/Category:StudioCanal_films::http://dbpedia.org/resource/Category:The_Wolper_Organization_films::http://dbpedia.org/resource/Category:Warner_Bros._films,http://dbpedia.org/resource/Brad_Dourif::http://dbpedia.org/resource/Christian_Slater::http://dbpedia.org/resource/Embeth_Davidtz::http://dbpedia.org/resource/Gary_Oldman::http://dbpedia.org/resource/Kevin_Bacon::http://dbpedia.org/resource/R._Lee_Ermey::http://dbpedia.org/resource/William_H._Macy,http://dbpedia.org/resource/Marc_Rocco
947,"The Big Blue (released in some countries under the French title Le Grand Bleu) is a 1988 English-language film in the French Cinéma du look visual style, made by French director Luc Besson. The film is a heavily fictionalized and dramatized story of the friendship and sporting rivalry between two leading contemporary champion free divers in the 20th century: Jacques Mayol (played by Jean-Marc Barr) and Enzo Maiorca (renamed to ""Enzo Molinari"" and played by Jean Reno), and Mayol's fictionalized relationship with his girlfriend Johana Baker (played by Rosanna Arquette). The film, which covers their childhood in 1960s Greece to their deaths in a 1980s Sicilian diving competition, is a cult-classic in the diving fraternity, and became one of France's most commercially successful films (although an adaptation for US release was a commercial failure in that country). President of France, Jacques Chirac, referred to the film in describing Mayol, after his death in 2001, as having been an enduring symbol for the ""Big Blue"" generation. The story was heavily adapted for cinema — in real life Mayol lived from 1927 to 2001 and Maiorca retired from diving to politics in the 1980s. Both set no-limits category deep diving records below 100 metres, and Mayol was indeed involved in scientific research into human aquatic potential, but neither reached 400 feet (122 metres) as portrayed in the film, and they were not direct competitors. Mayol himself was a screenwriter for the film, and Mayol's search for love, family, ""wholeness"" and the meaning of life and death, and the conflict and tension between his yearning for the deep, and his relationship with his girlfriend, also form part of the backdrop for the latter part of the film.",http://dbpedia.org/resource/Patrice_Ledoux,http://dbpedia.org/resource/Columbia_Pictures::http://dbpedia.org/resource/Gaumont_Film_Company,http://dbpedia.org/resource/Jacques_Mayol::http://dbpedia.org/resource/Luc_Besson::http://dbpedia.org/resource/Marilyn_Goldin::http://dbpedia.org/resource/Robert_Garland_(screenwriter),http://dbpedia.org/resource/Carlo_Varini,http://dbpedia.org/resource/Category:1980s_adventure_films::http://dbpedia.org/resource/Category:1980s_romance_films::http://dbpedia.org/resource/Category:1988_films::http://dbpedia.org/resource/Category:Amusement_parks_in_fiction::http://dbpedia.org/resource/Category:Columbia_Pictures_films::http://dbpedia.org/resource/Category:Diving_films::http://dbpedia.org/resource/Category:Film_scores_by_Bill_Conti::http://dbpedia.org/resource/Category:Films_directed_by_Luc_Besson::http://dbpedia.org/resource/Category:Films_set_in_Greece::http://dbpedia.org/resource/Category:Films_set_in_Sicily::http://dbpedia.org/resource/Category:Films_set_in_the_1960s::http://dbpedia.org/resource/Category:Films_set_in_the_1980s::http://dbpedia.org/resource/Category:Films_set_in_the_Mediterranean_Sea::http://dbpedia.org/resource/Category:Films_shot_in_Corsica::http://dbpedia.org/resource/Category:Films_shot_in_Greece::http://dbpedia.org/resource/Category:Films_shot_in_Peru::http://dbpedia.org/resource/Category:Films_shot_in_the_United_States_Virgin_Islands::http://dbpedia.org/resource/Category:Free-diving::http://dbpedia.org/resource/Category:French_films::http://dbpedia.org/resource/Category:Italian_films,http://dbpedia.org/resource/Griffin_Dunne::http://dbpedia.org/resource/Jean-Marc_Barr::http://dbpedia.org/resource/Jean_Reno::http://dbpedia.org/resource/Marc_Duret::http://dbpedia.org/resource/Paul_Shenar::http://dbpedia.org/resource/Rosanna_Arquette::http://dbpedia.org/resource/Sergio_Castellitto,http://dbpedia.org/resource/Luc_Besson
957,"Pushing Hands (Chinese: 推手; pinyin: tuī shǒu) is a film directed by Ang Lee. Released in 1992, it was his first feature film. Together with Ang Lee's two following films, The Wedding Banquet (1993) and Eat Drink Man Woman (1994), it forms his ""Father Knows Best"" trilogy, each of which deals with conflicts between an older and more traditional generation and their children as they confront a world of change. The film was first released in Taiwan. After The Wedding Banquet and Eat Drink Man Woman became successful in the United States, Pushing Hands received a U.S. release.",http://dbpedia.org/resource/Ang_Lee::http://dbpedia.org/resource/Hsu_Li_Kong::http://dbpedia.org/resource/James_Schamus,,http://dbpedia.org/resource/Ang_Lee::http://dbpedia.org/resource/James_Schamus,http://dbpedia.org/resource/Jong_Lin,http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1992_films::http://dbpedia.org/resource/Category:Directorial_debut_films::http://dbpedia.org/resource/Category:Films_directed_by_Ang_Lee::http://dbpedia.org/resource/Category:Films_set_in_the_United_States::http://dbpedia.org/resource/Category:Taiwanese-American_films,http://dbpedia.org/resource/Sihung_Lung,http://dbpedia.org/resource/Ang_Lee
966,"An Affair to Remember is a 1957 DeLuxe Color film starring Cary Grant and Deborah Kerr, and directed by Leo McCarey in CinemaScope. It was distributed by 20th Century Fox. The film is considered one of the most romantic movies of all time, according to the American Film Institute. The film was a remake of McCarey's 1939 film Love Affair, starring Irene Dunne and Charles Boyer.",http://dbpedia.org/resource/Jerry_Wald::http://dbpedia.org/resource/Leo_McCarey,http://dbpedia.org/resource/20th_Century_Fox,http://dbpedia.org/resource/Delmer_Daves::http://dbpedia.org/resource/Donald_Ogden_Stewart::http://dbpedia.org/resource/Leo_McCarey,http://dbpedia.org/resource/Milton_Krasner,http://dbpedia.org/resource/Category:1950s_romantic_drama_films::http://dbpedia.org/resource/Category:1957_films::http://dbpedia.org/resource/Category:20th_Century_Fox_films::http://dbpedia.org/resource/Category:American_film_remakes::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_romantic_drama_films::http://dbpedia.org/resource/Category:Empire_State_Building_in_fiction::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Films_about_paraplegics_or_quadriplegics::http://dbpedia.org/resource/Category:Films_directed_by_Leo_McCarey::http://dbpedia.org/resource/Category:Films_set_in_New_York_City::http://dbpedia.org/resource/Category:Screenplays_by_Donald_Ogden_Stewart,http://dbpedia.org/resource/Cary_Grant::http://dbpedia.org/resource/Deborah_Kerr::http://dbpedia.org/resource/Richard_Denning,http://dbpedia.org/resource/Leo_McCarey
976,"Solo is a 1996 science fiction action film from Columbia/Tristar Studios. It was directed by Norberto Barba, who has since primarily produced television series. The film was based on the novel Weapon by Robert Mason, and was adapted into a screenplay by David L. Corley. The cast included Mario Van Peebles, Barry Corbin, and William Sadler. The film ran for 94 minutes and received an MPAA rating of PG-13 for combat violence and language. It received poor reviews and is viewed as a derivative action vehicle. Solo currently holds a 6% rating on Rotten Tomatoes based on 32 reviews.",http://dbpedia.org/resource/John_Flock::http://dbpedia.org/resource/Joseph_Newton_Cohen,http://dbpedia.org/resource/Triumph_Films,,,http://dbpedia.org/resource/Category:1990s_action_films::http://dbpedia.org/resource/Category:1990s_science_fiction_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:Android_(robot)_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Films_based_on_science_fiction_novels::http://dbpedia.org/resource/Category:Mexican_science_fiction_films::http://dbpedia.org/resource/Category:Science_fiction_action_films::http://dbpedia.org/resource/Category:Triumph_Films_films,http://dbpedia.org/resource/Adrien_Brody::http://dbpedia.org/resource/Barry_Corbin::http://dbpedia.org/resource/Demián_Bichir::http://dbpedia.org/resource/Mario_Van_Peebles::http://dbpedia.org/resource/William_Sadler_(actor),http://dbpedia.org/resource/Norberto_Barba
986,Turbulence is a 1997 American disaster crime thriller film directed by Robert Butler. It stars Ray Liotta and Lauren Holly and was distributed by Metro-Goldwyn-Mayer.,http://dbpedia.org/resource/David_Valdes::http://dbpedia.org/resource/Martin_Ransohoff,http://dbpedia.org/resource/Metro-Goldwyn-Mayer,,,http://dbpedia.org/resource/Category:1990s_crime_thriller_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_aviation_films::http://dbpedia.org/resource/Category:American_crime_thriller_films::http://dbpedia.org/resource/Category:American_disaster_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Shirley_Walker::http://dbpedia.org/resource/Category:Films_about_aviation_accidents_or_incidents::http://dbpedia.org/resource/Category:Films_about_death::http://dbpedia.org/resource/Category:Films_about_hijackings::http://dbpedia.org/resource/Category:Films_directed_by_Robert_Butler::http://dbpedia.org/resource/Category:Films_set_on_airplanes::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Films_shot_in_New_Jersey::http://dbpedia.org/resource/Category:Films_shot_in_New_York_City::http://dbpedia.org/resource/Category:Metro-Goldwyn-Mayer_films::http://dbpedia.org/resource/Category:Rysher_Entertainment_films,http://dbpedia.org/resource/Brendan_Gleeson::http://dbpedia.org/resource/Catherine_Hicks::http://dbpedia.org/resource/Hector_Elizondo::http://dbpedia.org/resource/Lauren_Holly::http://dbpedia.org/resource/Rachel_Ticotin::http://dbpedia.org/resource/Ray_Liotta,http://dbpedia.org/resource/Robert_Butler_(director)
994,"The Last Time I Committed Suicide is a 1997 drama directed by Stephen T. Kay. Based on a letter written by Neal Cassady to Jack Kerouac, it stars Thomas Jane as Cassady. The cast also includes Keanu Reeves, Adrien Brody, Gretchen Mol and Claire Forlani. The film takes place in 1946, and is loosely based on a letter from Cassady to Jack Kerouac. While the letter was written in 1950, the action of the letter took place when he was 20.",http://dbpedia.org/resource/Edward_Bates,,http://dbpedia.org/resource/Stephen_Kay,,http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_independent_films::http://dbpedia.org/resource/Category:Directorial_debut_films::http://dbpedia.org/resource/Category:Film_scores_by_Tyler_Bates::http://dbpedia.org/resource/Category:Films_about_suicide::http://dbpedia.org/resource/Category:Films_about_the_Beat_Generation::http://dbpedia.org/resource/Category:Films_set_in_1946::http://dbpedia.org/resource/Category:Nonlinear_narrative_films,http://dbpedia.org/resource/Adrien_Brody::http://dbpedia.org/resource/Claire_Forlani::http://dbpedia.org/resource/John_Doe::http://dbpedia.org/resource/Keanu_Reeves::http://dbpedia.org/resource/Thomas_Jane,http://dbpedia.org/resource/Stephen_Kay
1004,"Geronimo: An American Legend is a 1993 film, directed by Walter Hill from a screenplay by John Milius, and stars Wes Studi, Jason Patric, Gene Hackman, Robert Duvall and Matt Damon. It was released on December 10, 1993 by Columbia Pictures.",http://dbpedia.org/resource/Neil_Canton::http://dbpedia.org/resource/Walter_Hill_(director),http://dbpedia.org/resource/Columbia_Pictures,http://dbpedia.org/resource/John_Milius,,http://dbpedia.org/resource/Category:1990s_Western_(genre)_films::http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1993_films::http://dbpedia.org/resource/Category:American_Western_(genre)_films::http://dbpedia.org/resource/Category:American_drama_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:Columbia_Pictures_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Ry_Cooder::http://dbpedia.org/resource/Category:Films_about_Native_Americans::http://dbpedia.org/resource/Category:Films_directed_by_Walter_Hill::http://dbpedia.org/resource/Category:Films_set_in_the_1880s::http://dbpedia.org/resource/Category:Films_shot_in_Arizona::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Films_shot_in_Utah::http://dbpedia.org/resource/Category:Screenplays_by_John_Milius,,http://dbpedia.org/resource/Walter_Hill_(director)
1011,"2 Days in the Valley is a 1996 American black comedy crime film directed by John Herzfeld, that revolves around the events over 48 hours in the lives of a group of people who are drawn together by a murder",,http://dbpedia.org/resource/Metro-Goldwyn-Mayer,http://dbpedia.org/resource/John_Herzfeld,,http://dbpedia.org/resource/Category:1990s_criminal_comedy_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:American_criminal_comedy_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Anthony_Marinelli::http://dbpedia.org/resource/Category:Films_directed_by_John_Herzfeld::http://dbpedia.org/resource/Category:Films_set_in_the_San_Fernando_Valley::http://dbpedia.org/resource/Category:Metro-Goldwyn-Mayer_films::http://dbpedia.org/resource/Category:Neo-noir::http://dbpedia.org/resource/Category:Rysher_Entertainment_films,http://dbpedia.org/resource/Charlize_Theron::http://dbpedia.org/resource/Danny_Aiello::http://dbpedia.org/resource/Eric_Stoltz::http://dbpedia.org/resource/Glenne_Headly::http://dbpedia.org/resource/James_Spader::http://dbpedia.org/resource/Jeff_Daniels::http://dbpedia.org/resource/Marsha_Mason::http://dbpedia.org/resource/Paul_Mazursky::http://dbpedia.org/resource/Teri_Hatcher,http://dbpedia.org/resource/John_Herzfeld
1020,"Gaslight is an American 1944 mystery-thriller film, adapted from Patrick Hamilton's 1938 play Gas Light, about a woman whose husband slowly manipulates her into believing that she is going insane. The 1944 version was the second version to be filmed, following the British film Gaslight, directed by Thorold Dickinson and released in 1940. This 1944 version was directed by George Cukor and starred Ingrid Bergman, Charles Boyer, Joseph Cotten, and 18-year-old Angela Lansbury in her screen debut. Gaslight had a larger scale and budget than the earlier film, and lends a different feel to the material. To avoid confusion with the first film, this version was originally given the title The Murder in Thornton Square in the UK.",http://dbpedia.org/resource/Arthur_Hornblow_Jr.,http://dbpedia.org/resource/Metro-Goldwyn-Mayer,http://dbpedia.org/resource/John_L._Balderston::http://dbpedia.org/resource/John_Van_Druten::http://dbpedia.org/resource/Walter_Reisch,http://dbpedia.org/resource/Joseph_Ruttenberg,http://dbpedia.org/resource/Category:1940s_psychological_thriller_films::http://dbpedia.org/resource/Category:1944_films::http://dbpedia.org/resource/Category:American_black-and-white_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_remakes_of_British_films::http://dbpedia.org/resource/Category:American_thriller_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_noir::http://dbpedia.org/resource/Category:Films_based_on_plays::http://dbpedia.org/resource/Category:Films_directed_by_George_Cukor::http://dbpedia.org/resource/Category:Films_featuring_a_Best_Actress_Academy_Award-winning_performance::http://dbpedia.org/resource/Category:Films_featuring_a_Best_Drama_Actress_Golden_Globe-winning_performance::http://dbpedia.org/resource/Category:Films_set_in_London::http://dbpedia.org/resource/Category:Films_set_in_the_19th_century::http://dbpedia.org/resource/Category:Films_whose_art_director_won_the_Best_Art_Direction_Academy_Award::http://dbpedia.org/resource/Category:Metro-Goldwyn-Mayer_films,http://dbpedia.org/resource/Angela_Lansbury::http://dbpedia.org/resource/Charles_Boyer::http://dbpedia.org/resource/Dame_May_Whitty::http://dbpedia.org/resource/Ingrid_Bergman::http://dbpedia.org/resource/Joseph_Cotten,http://dbpedia.org/resource/George_Cukor
1029,"Jury Duty is a 1995 American comedy film directed by John Fortenberry, written by Neil Tolkin, Barbara Williams, and Samantha Adams, and starring Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray, Shelley Winters, and Abe Vigoda. The film was actress Billie Bird's last screen appearance.",,http://dbpedia.org/resource/TriStar_Pictures,,,http://dbpedia.org/resource/Category:1990s_comedy_films::http://dbpedia.org/resource/Category:1995_films::http://dbpedia.org/resource/Category:American_comedy_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_legal_drama_films::http://dbpedia.org/resource/Category:Courtroom_films::http://dbpedia.org/resource/Category:Directorial_debut_films::http://dbpedia.org/resource/Category:Films_directed_by_John_Fortenberry::http://dbpedia.org/resource/Category:Juries_in_fiction::http://dbpedia.org/resource/Category:TriStar_Pictures_films::http://dbpedia.org/resource/Category:Triumph_Films_films,http://dbpedia.org/resource/Abe_Vigoda::http://dbpedia.org/resource/Brian_Doyle-Murray::http://dbpedia.org/resource/Charles_Napier_(actor)::http://dbpedia.org/resource/Pauly_Shore::http://dbpedia.org/resource/Shelley_Winters::http://dbpedia.org/resource/Stanley_Tucci::http://dbpedia.org/resource/Tia_Carrere,http://dbpedia.org/resource/John_Fortenberry
1036,"Drop Dead Fred is a 1991 British/American dark fantasy black comedy film directed by Ate De Jong, produced by PolyGram Filmed Entertainment and Working Title Films and released and distributed by New Line Cinema. The film was promoted as a lighthearted children's film but there are notable adult themes and gags and some elements of black comedy, emotional abuse, mental illness, bizarre visual and make-up effects and profanity. Rik Mayall stars as the title character: a happy, anarchic, and mischievous imaginary friend of a young girl named Elizabeth (Phoebe Cates) and nemesis of her overbearing mother, Polly (Marsha Mason). He causes chaos around the home and neighborhood, but nobody can see him except her. When she grows up and has an emotional crisis, he returns to ""cheer her up"" in his own unique way, causing more chaos than ever before. The supporting cast includes Carrie Fisher, Ron Eldard, Tim Matheson, and Bridget Fonda.",http://dbpedia.org/resource/Paul_Webster_(producer),http://dbpedia.org/resource/New_Line_Cinema::http://dbpedia.org/resource/PolyGram_Filmed_Entertainment,http://dbpedia.org/resource/Carlos_Davis,http://dbpedia.org/resource/Peter_Deming,http://dbpedia.org/resource/Category:1990s_comedy_films::http://dbpedia.org/resource/Category:1990s_fantasy_films::http://dbpedia.org/resource/Category:1991_films::http://dbpedia.org/resource/Category:American_black_comedy_films::http://dbpedia.org/resource/Category:American_fantasy_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:Black_comedy_films::http://dbpedia.org/resource/Category:British_independent_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Fantasy-comedy_films::http://dbpedia.org/resource/Category:Films_set_in_1970::http://dbpedia.org/resource/Category:Films_set_in_1991::http://dbpedia.org/resource/Category:Films_set_in_Minnesota::http://dbpedia.org/resource/Category:New_Line_Cinema_films::http://dbpedia.org/resource/Category:PolyGram_Filmed_Entertainment_films::http://dbpedia.org/resource/Category:Warner_Bros._films::http://dbpedia.org/resource/Category:Working_Title_Films_films,http://dbpedia.org/resource/Carrie_Fisher::http://dbpedia.org/resource/Marsha_Mason::http://dbpedia.org/resource/Phoebe_Cates::http://dbpedia.org/resource/Rik_Mayall::http://dbpedia.org/resource/Tim_Matheson,http://dbpedia.org/resource/Ate_de_Jong
1045,"Fearless is a 1993 American drama film directed by Peter Weir and starring Jeff Bridges, Isabella Rossellini, Rosie Perez and John Turturro. It was written by Rafael Yglesias from his novel of the same name. It was shot entirely in California. Rosie Perez was nominated for an Academy Award for Best Supporting Actress for her role as Carla Rodrigo. The film was also entered into the 44th Berlin International Film Festival. Jeff Bridges' role as Max Klein is widely regarded as one of the best performances of his career. The film's soundtrack features part of the first movement of Henryk Górecki's Symphony No. 3, subtitled Symphony of Sorrowful Songs. The plot is based on details of United Airlines Flight 232.",http://dbpedia.org/resource/Mark_Rosenberg::http://dbpedia.org/resource/Paula_Weinstein,http://dbpedia.org/resource/Warner_Bros.,http://dbpedia.org/resource/Rafael_Yglesias,http://dbpedia.org/resource/Allen_Daviau,http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1993_films::http://dbpedia.org/resource/Category:American_drama_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Maurice_Jarre::http://dbpedia.org/resource/Category:Films_about_aviation_accidents_or_incidents::http://dbpedia.org/resource/Category:Films_directed_by_Peter_Weir::http://dbpedia.org/resource/Category:Films_set_in_San_Francisco::http://dbpedia.org/resource/Category:Films_set_in_the_San_Francisco_Bay_Area::http://dbpedia.org/resource/Category:Films_shot_in_San_Francisco::http://dbpedia.org/resource/Category:Warner_Bros._films,,http://dbpedia.org/resource/Peter_Weir
1049,"House Arrest is a 1996 comedy film. The film was directed by Harry Winer who has directed other films but is more prolific as a television series director. The film stars Jamie Lee Curtis and Kevin Pollak. The film boasts a very thorough supporting cast in Christopher McDonald, Wallace Shawn, Jennifer Tilly, and an up-and-coming Jennifer Love Hewitt. House Arrest was released on August 14, 1996 and went on to gross just over $7 million at the box office. It was widely panned by critics, particularly Chicago critic Gene Siskel, who loathed the film and gave it zero stars out of 4. House Arrest was shot at various locations in the U.S. states of California and Ohio. Monrovia, California was the location for several exterior house scenes while most interior shots were done at the CBS/Radford lot in Studio City, California. The story was set in Defiance, Ohio, although another town, Chagrin Falls, Ohio, actually doubled for it.",http://dbpedia.org/resource/Harry_Winer,http://dbpedia.org/resource/Metro-Goldwyn-Mayer,http://dbpedia.org/resource/Michael_Hitchcock,http://dbpedia.org/resource/Ueli_Steiger,"http://dbpedia.org/resource/Category:1990s_comedy_films::http://dbpedia.org/resource/Category:1990s_teen_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:1998_films::http://dbpedia.org/resource/Category:American_comedy_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Films_directed_by_Harry_Winer::http://dbpedia.org/resource/Category:Films_set_in_Defiance,_Ohio::http://dbpedia.org/resource/Category:Metro-Goldwyn-Mayer_films::http://dbpedia.org/resource/Category:Rysher_Entertainment_films",http://dbpedia.org/resource/Christopher_McDonald::http://dbpedia.org/resource/Jamie_Lee_Curtis::http://dbpedia.org/resource/Jennifer_Love_Hewitt::http://dbpedia.org/resource/Jennifer_Tilly::http://dbpedia.org/resource/Kevin_Pollak::http://dbpedia.org/resource/Kyle_Howard::http://dbpedia.org/resource/Ray_Walston::http://dbpedia.org/resource/Wallace_Shawn,http://dbpedia.org/resource/Harry_Winer
1059,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (or simply Don't Be a Menace) is a 1996 American comedy film directed by Paris Barclay, and produced by Keenen Ivory Wayans, and also written by Wayans brothers Shawn and Marlon Wayans, who also both starred in the lead roles. The film was released in the United States on January 12, 1996. Similar to I'm Gonna Git You Sucka, the film spoofs a number of black, coming-of-age, hood films such as Juice, Jungle Fever, South Central, Higher Learning, Do the Right Thing, Poetic Justice, New Jack City, Dead Presidents, Friday, and most prominently Boyz n the Hood, Menace II Society and Above the Rim. The film's title borrows phrases from some of those films, and some of the actors who starred in those movies appear in the film, in some cases appearing in similar roles or scenes as the films being parodied.",http://dbpedia.org/resource/Keenen_Ivory_Wayans,http://dbpedia.org/resource/Miramax_Films,http://dbpedia.org/resource/Marlon_Wayans::http://dbpedia.org/resource/Shawn_Wayans,,http://dbpedia.org/resource/Category:1990s_comedy_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:American_criminal_comedy_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_independent_films::http://dbpedia.org/resource/Category:American_parody_films::http://dbpedia.org/resource/Category:American_satirical_films::http://dbpedia.org/resource/Category:Directorial_debut_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Films_about_race_and_ethnicity::http://dbpedia.org/resource/Category:Films_about_racism::http://dbpedia.org/resource/Category:Films_directed_by_Paris_Barclay::http://dbpedia.org/resource/Category:Gang_films::http://dbpedia.org/resource/Category:Gangster_films::http://dbpedia.org/resource/Category:Hood_films::http://dbpedia.org/resource/Category:Miramax_films,http://dbpedia.org/resource/Chris_Spencer_(actor)::http://dbpedia.org/resource/Helen_Martin::http://dbpedia.org/resource/Marlon_Wayans::http://dbpedia.org/resource/Shawn_Wayans::http://dbpedia.org/resource/Suli_McCullough::http://dbpedia.org/resource/Tracey_Cherelle_Jones::http://dbpedia.org/resource/Vivica_A._Fox,http://dbpedia.org/resource/Paris_Barclay
